	Adelie1	Adelie2	Adelie3	Adelie4	Gentoo1	Gentoo2	Gentoo3	Gentoo4
PENG0000012318	455	487	566	484	406	378	774	558
PENG0000012319	0	0	0	0	0	0	0	0
PENG0000012320	0	0	0	0	0	0	0	0
PENG0000012321	0	0	0	0	0	0	0	0
PENG0000012322	0	0	0	0	0	0	0	0
PENG0000012323	0	0	0	0	0	0	0	0
PENG0000012324	740	764	817	649	517	417	744	573
PENG0000012325	0	0	0	0	0	0	0	0
PENG0000012326	0	0	0	0	0	0	0	0
PENG0000012327	104	124	134	80	112	82	194	72
PENG0000012328	1	1	0	0	3	0	1	1
PENG0000012329	0	0	0	0	1	0	0	0
PENG0000012330	0	0	0	0	0	0	0	0
PENG0000012331	13	186	7	61	25	47	23	78
PENG0000012332	0	0	0	0	0	0	0	0
PENG0000012333	259	234	223	196	126	67	110	129
PENG0000012334	2812	3553	4116	3019	3118	2884	4940	4098
PENG0000012335	0	0	0	0	0	0	0	0
PENG0000012336	271	391	167	419	558	394	684	807
PENG0000012337	503	663	568	520	461	347	727	455
PENG0000012338	0	0	0	0	0	0	0	0
PENG0000012339	1062	1063	1111	888	924	713	1646	949
PENG0000012340	0	0	0	0	0	0	0	0
PENG0000012341	0	0	0	0	0	0	0	0
PENG0000012342	1272	1452	1407	1131	1071	882	1662	1092
PENG0000012343	2	4	14	7	1	2	9	9
PENG0000012344	644	452	333	375	696	383	534	439
PENG0000012345	1404	1684	1569	1165	1231	826	1829	1288
PENG0000012346	0	0	0	0	0	0	0	0
PENG0000012347	0	0	0	0	0	0	0	0
PENG0000012348	49	43	69	32	39	28	50	38
PENG0000012349	0	1	0	1	1	0	4	0
PENG0000012350	411	488	520	458	369	263	765	423
PENG0000012351	1266	1505	1482	1035	1065	948	1758	1219
PENG0000012352	19	44	300	147	11	54	464	383
PENG0000012353	0	2	1	2	0	0	0	0
PENG0000012354	0	0	0	0	0	0	0	0
PENG0000012355	0	0	0	0	0	0	0	0
PENG0000012356	113	109	104	101	70	60	131	118
PENG0000012357	0	0	0	0	0	0	0	0
PENG0000012358	43	35	49	36	27	22	32	47
PENG0000012359	318	523	660	413	254	318	689	547
PENG0000012360	0	0	0	1	0	1	0	1
PENG0000012361	2534	2433	4028	1622	4392	2768	6779	4063
PENG0000012362	0	5	3	0	1	6	1	4
PENG0000012363	1669	1899	2002	1332	1291	1044	2209	1466
PENG0000012364	0	0	0	0	0	0	0	0
PENG0000012365	659	521	712	523	641	287	877	448
PENG0000012366	4	0	0	4	0	0	1	1
PENG0000012367	0	0	0	1	0	0	0	0
PENG0000012368	7106	9696	8672	7238	6407	5627	12397	8018
PENG0000012369	0	2	2	0	2	0	0	0
PENG0000012370	183	254	341	232	143	129	343	285
PENG0000012371	412	489	514	433	286	205	558	394
PENG0000012372	0	0	0	0	0	0	0	0
PENG0000012373	0	0	0	0	0	0	0	0
PENG0000012374	4587	14794	10893	17486	3910	14657	22513	23749
PENG0000012375	0	0	0	0	0	0	0	0
PENG0000012376	453	486	499	378	406	274	657	374
PENG0000012377	0	0	0	0	0	0	0	0
PENG0000012378	25	306	57	35	4	112	43	17
PENG0000012379	0	0	1	1	0	0	6	2
PENG0000012380	67	221	56	99	51	127	136	56
PENG0000012381	0	0	0	0	0	0	0	0
PENG0000012382	0	0	0	0	0	0	0	0
PENG0000012383	0	0	0	1	0	0	0	0
PENG0000012384	731	656	708	694	626	511	1387	857
PENG0000012385	750	617	689	578	430	279	1036	482
PENG0000012386	0	0	0	0	0	0	0	0
PENG0000012387	0	0	0	0	0	0	0	0
PENG0000012388	7	6	13	4	11	4	17	5
PENG0000012389	11417	12397	11585	9340	9910	6807	13198	8559
PENG0000012390	0	0	0	0	0	0	0	0
PENG0000012391	2334	2491	3643	1818	1647	853	2839	1316
PENG0000012392	0	0	0	0	0	0	0	0
PENG0000012393	3	1	2	2	1	0	0	2
PENG0000012394	73	49	49	60	43	32	52	41
PENG0000012395	40	49	27	29	29	21	50	29
PENG0000012396	0	0	0	0	0	0	0	0
PENG0000012397	11	53	2	29	9	22	3	10
PENG0000012398	0	0	0	0	0	0	0	0
PENG0000012399	1	0	5	6	0	1	3	2
PENG0000012400	0	0	1	3	1	1	1	0
PENG0000012401	0	0	0	0	0	0	0	0
PENG0000012402	0	0	0	0	0	0	0	0
PENG0000012403	0	0	0	0	0	0	0	0
PENG0000012404	0	0	0	0	0	0	0	0
PENG0000012405	744	822	890	697	590	462	1183	703
PENG0000012406	579	726	383	419	451	357	560	437
PENG0000012407	0	0	0	0	0	0	0	0
PENG0000012408	18	15	38	35	37	143	259	234
PENG0000012409	0	0	0	0	0	0	0	0
PENG0000012410	0	0	0	0	0	0	0	0
PENG0000012411	0	0	0	0	0	0	0	0
PENG0000012412	350	379	365	263	399	310	613	520
PENG0000012413	0	0	0	0	0	0	0	1
PENG0000012414	109	136	160	102	50	71	120	73
PENG0000012415	0	0	0	0	0	0	0	0
PENG0000012416	1041	1070	910	767	1102	897	1496	920
PENG0000012417	1241	1219	1327	961	1083	671	1681	1032
PENG0000012418	4	3	6	6	0	2	7	3
PENG0000012419	0	0	0	0	0	0	0	0
PENG0000012420	47	56	64	59	50	39	73	62
PENG0000012421	968	1148	1189	928	767	582	1220	834
PENG0000012422	0	0	0	2	1	0	2	0
PENG0000012423	0	1	0	0	1	0	0	0
PENG0000012424	0	0	0	0	0	0	0	0
PENG0000012425	236	237	408	205	223	196	532	231
PENG0000012426	0	0	0	0	0	0	0	0
PENG0000012427	550	685	562	455	541	383	620	526
PENG0000012428	0	0	0	0	0	0	0	0
PENG0000012429	0	1	0	1	0	1	0	1
PENG0000012430	470	623	532	512	448	394	624	649
PENG0000012431	164	235	322	297	174	119	523	286
PENG0000012432	1	0	0	1	0	0	0	0
PENG0000012433	2760	3010	3152	2480	2327	1712	3602	2437
PENG0000012434	0	0	0	0	0	0	0	0
PENG0000012435	2280	2814	4050	1873	1365	942	5273	1347
PENG0000012436	0	0	0	0	0	0	0	0
PENG0000012437	0	0	0	0	0	0	0	0
PENG0000012438	123	155	157	132	116	68	179	107
PENG0000012439	2177	2412	2655	2049	1749	1330	2795	1746
PENG0000012440	7	9	10	11	4	3	5	7
PENG0000012441	154	161	144	143	112	91	178	130
PENG0000012442	145	191	170	188	72	84	559	124
PENG0000012443	1	1	1	1	1	3	0	2
PENG0000012444	11094	10100	12216	10209	7821	5288	12903	9810
PENG0000012445	0	0	0	0	0	0	0	0
PENG0000012446	592	802	556	459	534	471	958	514
PENG0000012447	2909	3078	2902	2552	2761	2100	3470	2745
PENG0000012448	1014	1161	1192	1045	870	676	1485	1062
PENG0000012449	16619	18892	16676	15688	14590	13407	22054	21468
PENG0000012450	1013	824	1007	786	883	588	1108	921
PENG0000012451	558	510	647	392	477	283	902	419
PENG0000012452	0	0	0	0	0	0	1	0
PENG0000012453	358	567	455	299	274	284	475	313
PENG0000012454	826	711	779	630	772	516	858	862
PENG0000012455	0	1	0	0	0	0	0	0
PENG0000012456	436	430	460	306	643	462	676	625
PENG0000012457	87	109	106	84	64	46	84	84
PENG0000012458	0	0	0	0	0	0	0	0
PENG0000012459	103	114	90	65	90	76	132	76
PENG0000012460	0	0	0	0	0	0	0	0
PENG0000012461	129	203	209	141	86	105	153	133
PENG0000012462	32	56	42	65	1	6	17	7
PENG0000012463	836	1049	559	931	452	234	205	321
PENG0000012464	178	331	315	210	105	212	321	295
PENG0000012465	603	640	768	518	451	407	830	557
PENG0000012466	482	430	502	372	338	243	528	292
PENG0000012467	0	0	0	0	0	0	0	0
PENG0000012468	0	0	0	0	0	0	0	0
PENG0000012469	425	502	583	371	322	276	892	381
PENG0000012470	0	0	0	0	0	0	0	0
PENG0000012471	267	343	340	234	182	197	294	290
PENG0000012472	1140	1213	1213	973	851	626	1512	937
PENG0000012473	0	0	3	0	0	0	2	0
PENG0000012474	0	0	0	0	0	0	0	0
PENG0000012475	9	9	7	4	13	8	17	11
PENG0000012476	2821	2773	3933	3261	5724	2824	7456	6467
PENG0000012477	925	1109	1038	858	1099	705	1517	1114
PENG0000012478	387	286	315	248	280	175	315	262
PENG0000012479	0	0	0	0	0	0	0	0
PENG0000012480	8	10	8	7	17	5	16	15
PENG0000012481	385	435	537	407	410	289	673	445
PENG0000012482	5230	12654	19351	6505	6024	7672	32836	8668
PENG0000012483	0	0	0	0	0	0	0	0
PENG0000012484	0	0	0	0	0	0	0	0
PENG0000012485	468	559	631	515	426	362	762	475
PENG0000012486	43	61	55	41	54	47	82	52
PENG0000012487	11240	21836	11850	14791	10826	8345	20057	15819
PENG0000012488	0	0	0	0	0	0	0	0
PENG0000012489	405	407	389	336	385	231	503	353
PENG0000012490	103	85	113	86	211	108	398	216
PENG0000012491	0	0	0	0	0	0	0	0
PENG0000012492	1923	2244	2385	1710	3331	2502	4117	3626
PENG0000012493	0	0	0	0	0	0	0	0
PENG0000012494	587	775	834	576	583	541	1050	673
PENG0000012495	42	73	51	39	47	53	52	60
PENG0000012496	0	0	0	0	0	0	0	0
PENG0000012497	42	55	10	102	45	37	17	110
PENG0000012498	2	1	3	1	6	0	2	2
PENG0000012499	608	636	599	474	796	438	1048	727
PENG0000012500	0	0	0	0	0	0	0	0
PENG0000012501	160	247	142	182	169	168	218	204
PENG0000012502	514	644	620	438	430	346	763	478
PENG0000012503	0	0	0	0	0	0	0	0
PENG0000012504	0	0	1	0	0	0	0	0
PENG0000012505	18	40	118	30	12	11	128	21
PENG0000012506	0	0	0	0	0	0	0	0
PENG0000012507	0	0	0	0	0	0	0	0
PENG0000012508	309	327	369	266	199	141	278	197
PENG0000012509	16	36	50	66	13	15	73	55
PENG0000012510	0	0	0	0	0	0	0	0
PENG0000012511	1	6	2	5	2	9	16	7
PENG0000012512	34	30	28	40	46	26	32	35
PENG0000012513	274	271	313	196	202	163	283	206
PENG0000012514	0	0	0	0	1	0	0	1
PENG0000012515	55	87	84	61	37	29	95	45
PENG0000012516	0	0	0	0	0	0	0	0
PENG0000012517	0	0	0	0	0	0	0	0
PENG0000012518	1213	1284	1564	943	1171	743	1941	1028
PENG0000012519	584	846	1055	708	616	482	999	780
PENG0000012520	1197	1254	1190	1029	1209	754	1786	1233
PENG0000012521	5	2	0	0	5	3	5	2
PENG0000012522	2123	2506	2840	2468	2103	1423	3687	2567
PENG0000012523	689	642	661	516	729	435	919	702
PENG0000012524	158	248	255	185	174	107	265	185
PENG0000012525	6	19	14	14	7	21	12	40
PENG0000012526	0	5	0	2	0	0	1	0
PENG0000012527	1	2	0	0	0	1	0	0
PENG0000012528	0	0	0	0	0	0	0	0
PENG0000012529	0	0	0	0	0	0	0	0
PENG0000012530	194	201	217	128	188	135	263	191
PENG0000012531	51	19	27	36	16	10	31	37
PENG0000012532	1337	1316	1416	1234	979	618	926	1059
PENG0000012533	0	0	0	0	0	0	0	0
PENG0000012534	88	94	97	93	40	34	92	33
PENG0000012535	871	1203	951	914	985	876	1289	1059
PENG0000012536	0	1	2	1	1	0	1	1
PENG0000012537	615	591	683	518	492	386	646	514
PENG0000012538	0	0	0	0	0	0	0	0
PENG0000012539	0	3	2	0	0	1	4	0
PENG0000012540	40	51	55	29	17	16	23	10
PENG0000012541	10	5	5	5	2	0	3	7
PENG0000012542	0	0	0	0	0	0	0	0
PENG0000012543	0	0	0	0	0	0	0	0
PENG0000012544	255	304	266	214	238	152	365	248
PENG0000012545	1469	1704	1643	1421	1762	1738	3336	1944
PENG0000012546	2228	5058	2082	3452	10318	9790	12673	20176
PENG0000012547	10	21	16	20	8	5	19	8
PENG0000012548	9800	9304	8878	6221	9614	4714	10054	6020
PENG0000012549	0	0	0	0	0	0	0	0
PENG0000012550	371	451	476	409	299	229	495	350
PENG0000012551	4004	5209	7044	2813	3067	2839	8987	2993
PENG0000012552	0	0	0	0	0	0	0	0
PENG0000012553	0	0	0	0	0	0	0	1
PENG0000012554	0	0	0	0	0	0	0	0
PENG0000012555	879	872	1109	753	687	453	1219	704
PENG0000012556	0	21	4	1	94	4	7	17
PENG0000012557	7	18	12	8	3	8	13	9
PENG0000012558	238	295	225	137	194	114	352	191
PENG0000012559	523	640	647	476	617	493	845	694
PENG0000012560	0	0	0	0	0	0	0	0
PENG0000012561	0	0	0	0	2	0	1	4
PENG0000012562	627	651	686	464	609	446	978	596
PENG0000012563	3242	4743	4068	3548	2035	1693	3893	1615
PENG0000012564	70	83	77	50	67	48	87	53
PENG0000012565	173	222	243	169	132	78	172	124
PENG0000012566	158	183	176	158	148	94	235	166
PENG0000012567	0	0	0	0	0	0	0	0
PENG0000012568	0	0	0	0	0	0	0	0
PENG0000012569	384	310	273	259	386	190	345	197
PENG0000012570	78	71	54	66	44	29	63	42
PENG0000012571	193	205	252	153	239	148	307	210
PENG0000012572	0	0	0	0	0	0	0	0
PENG0000012573	1	1	1	0	2	1	2	1
PENG0000012574	0	0	0	0	0	0	0	0
PENG0000012575	41	35	29	30	43	17	35	25
PENG0000012576	0	2	3	0	0	1	0	0
PENG0000012577	0	0	0	0	0	0	0	0
PENG0000012578	1	0	1	0	0	1	1	0
PENG0000012579	0	5	0	3	1	0	2	3
PENG0000012580	784	844	872	608	933	561	1072	833
PENG0000012581	1881	2338	2098	1883	1925	1798	2388	2596
PENG0000012582	5	7	2	6	2	1	6	6
PENG0000012583	49	109	108	79	53	26	97	64
PENG0000012584	0	0	0	0	0	0	0	0
PENG0000012585	434	483	497	353	295	220	500	271
PENG0000012586	0	0	0	0	0	0	0	0
PENG0000012587	1620	1669	1755	1385	1143	915	1862	1301
PENG0000012588	405	521	531	400	337	356	632	432
PENG0000012589	88	158	140	140	73	86	187	132
PENG0000012590	0	0	3	0	1	1	1	1
PENG0000012591	725	687	557	705	668	505	662	840
PENG0000012592	234	204	206	183	162	96	230	169
PENG0000012593	20	26	22	16	11	11	24	19
PENG0000012594	0	0	0	0	0	0	0	0
PENG0000012595	0	0	0	0	0	0	0	0
PENG0000012596	18635	25826	27589	23129	19207	12698	43048	22971
PENG0000012597	97	99	118	108	86	54	159	96
PENG0000012598	622	744	721	500	485	339	890	473
PENG0000012599	128	130	123	101	152	123	184	148
PENG0000012600	0	2	0	2	7	4	2	2
PENG0000012601	163	171	252	56	161	150	354	98
PENG0000012602	33	14	39	21	31	13	51	14
PENG0000012603	177	244	218	189	110	128	250	145
PENG0000012604	6	11	12	11	11	3	29	5
PENG0000012605	0	0	0	0	0	0	0	0
PENG0000012606	0	1	0	0	0	0	0	0
PENG0000012607	0	0	0	0	0	0	0	0
PENG0000012608	434	376	481	366	806	426	854	886
PENG0000012609	54	67	61	49	74	45	97	74
PENG0000012610	0	0	0	0	0	0	0	0
PENG0000012611	0	0	1	0	0	0	0	0
PENG0000012612	119	121	128	98	113	52	146	105
PENG0000012613	23	44	155	27	31	24	143	21
PENG0000012614	56	84	20	74	47	187	28	172
PENG0000012615	0	0	0	0	0	0	0	0
PENG0000012616	8328	7480	5461	6526	7185	4240	7126	9906
PENG0000012617	1811	2175	2209	1685	1993	1528	2946	1981
PENG0000012618	0	0	0	0	0	0	0	0
PENG0000012619	173	236	204	216	383	338	382	520
PENG0000012620	29	50	35	36	45	30	35	29
PENG0000012621	146	166	165	156	93	78	146	123
PENG0000012622	62	63	52	75	72	58	86	76
PENG0000012623	8	5	8	5	8	5	7	11
PENG0000012624	0	0	0	0	0	0	0	0
PENG0000012625	0	0	0	0	1	0	1	0
PENG0000012626	3	1	1	3	2	0	0	1
PENG0000012627	164	374	291	210	126	134	348	149
PENG0000012628	207	255	284	173	178	142	281	179
PENG0000012629	993	866	782	826	636	445	647	761
PENG0000012630	0	0	0	0	0	0	0	0
PENG0000012631	0	0	0	0	0	0	0	0
PENG0000012632	208	234	232	187	301	186	362	270
PENG0000012633	0	0	0	0	0	0	0	0
PENG0000012634	104	145	145	137	71	69	136	95
PENG0000012635	426	596	668	468	496	497	930	591
PENG0000012636	0	0	0	0	0	0	0	0
PENG0000012637	0	0	0	0	0	0	0	0
PENG0000012638	0	1	1	0	0	0	0	1
PENG0000012639	0	0	0	0	0	0	0	0
PENG0000012640	136	131	157	124	121	79	160	103
PENG0000012641	0	0	0	0	0	0	0	0
PENG0000012642	2	0	1	0	1	0	0	0
PENG0000012643	142	193	141	145	102	104	163	125
PENG0000012644	0	2	2	2	1	2	2	0
PENG0000012645	1133	1255	1499	1017	1000	698	1691	1094
PENG0000012646	3	6	2	1	4	3	4	4
PENG0000012647	0	0	0	1	0	0	0	0
PENG0000012648	0	0	0	0	0	0	0	0
PENG0000012649	953	1257	2406	1187	632	439	2722	870
PENG0000012650	0	0	0	0	0	0	0	0
PENG0000012651	0	0	0	0	0	0	0	0
PENG0000012652	0	0	0	0	0	0	1	2
PENG0000012653	2	1	2	1	0	0	0	0
PENG0000012654	11	15	6	6	6	10	17	7
PENG0000012655	0	0	0	0	0	0	0	0
PENG0000012656	2910	9971	6860	1980	3233	5011	15336	2786
PENG0000012657	704	854	928	527	788	510	1266	625
PENG0000012658	20362	23205	21259	14244	15219	9792	31311	13343
PENG0000012659	33	23	23	30	11	19	19	12
PENG0000012660	6701	5967	7603	4788	4480	2860	4898	3811
PENG0000012661	607	823	813	606	592	547	948	735
PENG0000012662	0	0	0	0	0	0	0	0
PENG0000012663	0	0	0	0	0	0	0	0
PENG0000012664	58	57	79	47	76	27	123	56
PENG0000012665	1265	1409	1528	1077	1096	783	1635	925
PENG0000012666	0	0	0	0	0	0	0	0
PENG0000012667	0	2	0	0	0	0	0	0
PENG0000012668	0	2	2	5	1	0	2	0
PENG0000012669	1845	3156	1599	2564	3342	2840	2925	5548
PENG0000012670	0	0	0	0	0	0	0	0
PENG0000012671	23	46	42	36	31	35	167	42
PENG0000012672	0	0	0	0	0	0	0	0
PENG0000012673	830	1110	1322	813	835	587	2178	847
PENG0000012674	0	0	0	0	0	0	0	0
PENG0000012675	2334	3610	1025	2514	1135	708	658	1353
PENG0000012676	0	0	0	0	0	1	0	0
PENG0000012677	49	74	51	46	84	89	90	101
PENG0000012678	2894	3560	4373	2555	2721	2689	3784	3573
PENG0000012679	1012	1062	1010	892	769	509	1058	754
PENG0000012680	0	0	0	0	0	0	0	0
PENG0000012681	0	0	0	1	0	0	0	0
PENG0000012682	10	8	10	2	7	4	5	2
PENG0000012683	4373	5794	7344	3452	4183	3230	4981	3342
PENG0000012684	0	0	0	0	0	0	0	0
PENG0000012685	1383	1470	1867	1632	1040	946	2041	1529
PENG0000012686	691	571	628	405	703	327	725	431
PENG0000012687	0	1	1	0	2	1	0	2
PENG0000012688	709	833	787	659	640	489	884	616
PENG0000012689	499	555	588	469	296	229	478	287
PENG0000012690	180	228	177	161	184	140	162	195
PENG0000012691	2024	2211	2370	1783	1940	1443	3687	1953
PENG0000012692	2129	2141	1980	1587	1739	891	1691	1335
PENG0000012693	487	615	625	437	530	382	680	473
PENG0000012694	0	0	0	0	0	0	0	0
PENG0000012695	0	0	0	0	0	0	0	0
PENG0000012696	40	55	39	37	37	31	56	43
PENG0000012697	470	523	545	454	480	418	732	602
PENG0000012698	1700	1394	1469	1721	1255	793	1340	1516
PENG0000012699	0	0	0	0	0	0	0	0
PENG0000012700	492	570	511	400	381	241	720	356
PENG0000012701	222	274	153	268	495	199	391	482
PENG0000012702	148	85	215	23	151	44	276	40
PENG0000012703	3302	2847	3859	2231	5290	1591	2979	2289
PENG0000012704	0	0	0	0	0	0	0	0
PENG0000012705	1058	1175	1134	815	898	589	1238	848
PENG0000012706	0	0	0	0	0	0	0	0
PENG0000012707	0	0	0	0	1	1	1	0
PENG0000012708	40	57	72	54	67	30	49	73
PENG0000012709	1132	1675	1337	1265	560	400	958	583
PENG0000012710	194	119	89	78	107	36	71	49
PENG0000012711	0	0	0	0	0	0	0	2
PENG0000012712	0	0	0	0	0	0	0	0
PENG0000012713	0	0	0	3	0	0	0	1
PENG0000012714	0	2	2	1	1	6	1	0
PENG0000012715	0	0	0	0	0	0	0	0
PENG0000012716	0	0	0	0	0	0	0	0
PENG0000012717	8303	10255	10803	7333	7061	6034	11419	8370
PENG0000012718	244	355	421	271	297	252	585	256
PENG0000012719	22	8	18	4	19	1	15	7
PENG0000012720	9624	11227	10844	9587	6485	3855	10685	8908
PENG0000012721	240	309	248	262	221	218	404	352
PENG0000012722	1	2	0	1	0	3	3	4
PENG0000012723	4	6	6	3	2	1	5	2
PENG0000012724	232	331	241	229	221	200	279	222
PENG0000012725	1	2	4	1	1	0	1	0
PENG0000012726	1986	1796	1647	1818	1973	1129	2598	2056
PENG0000012727	0	0	0	0	0	0	0	0
PENG0000012728	579	839	908	529	828	934	2074	1037
PENG0000012729	0	0	0	0	0	0	0	0
PENG0000012730	0	0	0	0	0	0	0	0
PENG0000012731	0	0	0	0	0	0	0	0
PENG0000012732	0	0	0	1	0	0	0	0
PENG0000012733	315	351	379	216	292	154	374	229
PENG0000012734	0	0	0	0	0	0	0	0
PENG0000012735	1231	1564	1378	1145	1030	729	1068	987
PENG0000012736	0	0	0	0	0	0	0	0
PENG0000012737	1147	1270	1699	1083	1185	713	1999	1154
PENG0000012738	20	17	26	26	7	4	9	8
PENG0000012739	6	9	5	5	3	1	3	3
PENG0000012740	0	1	0	2	0	0	3	1
PENG0000012741	286	355	313	302	212	158	342	240
PENG0000012742	0	0	0	0	1	0	0	0
PENG0000012743	715	642	932	659	1383	512	1886	1619
PENG0000012744	0	0	0	0	0	0	0	0
PENG0000012745	0	0	0	0	0	0	0	0
PENG0000012746	0	0	0	0	0	0	0	1
PENG0000012747	82	96	82	88	33	67	60	44
PENG0000012748	0	0	0	0	0	0	0	0
PENG0000012749	316	385	403	283	345	215	513	329
PENG0000012750	0	4	2	0	1	0	4	0
PENG0000012751	0	0	0	0	0	0	0	0
PENG0000012752	0	0	0	0	0	0	0	0
PENG0000012753	1	1	0	0	0	0	0	0
PENG0000012754	22573	33051	38597	28408	21775	23254	48420	36499
PENG0000012755	488	613	335	667	449	507	588	975
PENG0000012756	0	0	0	0	0	0	0	0
PENG0000012757	3	4	0	1	2	0	1	1
PENG0000012758	0	0	0	0	0	0	0	0
PENG0000012759	142	154	121	91	177	84	174	119
PENG0000012760	433	510	586	340	438	292	660	402
PENG0000012761	0	0	0	0	0	0	0	0
PENG0000012762	26	37	25	34	99	133	121	245
PENG0000012763	0	0	0	0	0	0	0	0
PENG0000012764	0	9	0	0	0	4	0	0
PENG0000012765	1	0	0	0	0	0	0	2
PENG0000012766	0	0	0	0	0	0	0	0
PENG0000012767	1461	1339	1577	1187	1201	806	2489	1165
PENG0000012768	0	0	0	0	0	0	0	0
PENG0000012769	10485	12656	8175	10418	6130	6517	11521	10058
PENG0000012770	0	0	0	0	0	0	0	0
PENG0000012771	8	6	4	1	4	4	13	5
PENG0000012772	0	0	0	0	0	0	0	0
PENG0000012773	330	338	358	306	211	167	427	284
PENG0000012774	59	170	98	84	29	78	148	70
PENG0000012775	0	0	0	0	0	0	0	0
PENG0000012776	931	1457	1315	941	901	892	1584	1120
PENG0000012777	2	2	4	2	4	4	7	6
PENG0000012778	0	0	1	0	0	0	0	0
PENG0000012779	1005	999	1028	823	866	553	1300	795
PENG0000012780	143	97	112	114	144	75	161	120
PENG0000012781	191	217	244	213	169	128	251	158
PENG0000012782	34	45	65	27	42	26	90	33
PENG0000012783	0	0	0	0	0	1	0	0
PENG0000012784	54	109	35	99	30	41	71	63
PENG0000012785	954	970	1169	847	925	601	1719	862
PENG0000012786	0	0	0	0	0	0	0	0
PENG0000012787	0	0	0	0	0	0	0	0
PENG0000012788	443	538	633	428	334	241	512	339
PENG0000012789	0	1	0	0	0	0	0	0
PENG0000012790	899	890	1033	934	418	191	482	297
PENG0000012791	224	181	233	155	375	147	376	262
PENG0000012792	0	0	0	0	0	0	0	0
PENG0000012793	1037	1028	1059	847	824	382	1149	802
PENG0000012794	4	1	2	1	0	0	1	2
PENG0000012795	24	74	50	37	17	32	56	29
PENG0000012796	65	64	65	57	61	34	74	37
PENG0000012797	1	1	6	2	0	0	6	2
PENG0000012798	0	1	0	1	1	0	0	0
PENG0000012799	421	404	505	353	367	285	549	335
PENG0000012800	0	0	0	0	0	0	0	0
PENG0000012801	587	1090	955	474	391	251	938	346
PENG0000012802	0	0	0	0	0	0	0	0
PENG0000012803	10	10	46	13	12	7	25	4
PENG0000012804	0	0	0	0	0	0	0	0
PENG0000012805	245	293	253	210	274	273	445	288
PENG0000012806	0	0	0	0	0	0	0	0
PENG0000012807	23	16	30	10	9	7	16	7
PENG0000012808	0	0	1	0	0	0	0	0
PENG0000012809	0	0	0	0	0	0	0	0
PENG0000012810	148	160	162	129	133	76	178	123
PENG0000012811	29	38	17	29	20	16	28	27
PENG0000012812	21	151	54	47	20	50	47	55
PENG0000012813	390	419	394	317	275	202	426	234
PENG0000012814	0	0	0	0	0	0	0	0
PENG0000012815	0	0	1	0	0	0	0	0
PENG0000012816	0	0	0	0	0	0	0	0
PENG0000012817	753	844	865	749	773	697	1215	1060
PENG0000012818	1	1	0	0	0	1	1	1
PENG0000012819	0	0	0	0	0	0	0	0
PENG0000012820	0	0	0	0	0	0	0	0
PENG0000012821	9	6	14	4	3	1	24	3
PENG0000012822	7	6	5	3	3	2	2	0
PENG0000012823	2	1	0	0	0	0	1	0
PENG0000012824	2	2	0	0	0	0	0	1
PENG0000012825	0	0	0	0	0	0	0	0
PENG0000012826	840	1023	1110	824	694	508	1106	780
PENG0000012827	514	586	648	469	547	461	854	562
PENG0000012828	385	615	237	350	320	347	279	311
PENG0000012829	45	73	45	46	39	43	50	30
PENG0000012830	1565	1428	1941	1429	1549	1151	2183	1573
PENG0000012831	2	6	1	2	1	0	5	0
PENG0000012832	0	0	0	0	0	0	0	0
PENG0000012833	6	22	10	11	2	12	8	3
PENG0000012834	0	0	0	0	0	0	0	0
PENG0000012835	729	905	966	654	683	584	1307	774
PENG0000012836	2	3	3	0	2	0	2	2
PENG0000012837	99	118	162	94	92	63	153	121
PENG0000012838	577	733	687	512	433	332	883	472
PENG0000012839	829	1049	1087	752	672	545	1229	820
PENG0000012840	54	89	107	74	49	53	112	71
PENG0000012841	0	0	0	0	0	0	0	0
PENG0000012842	0	0	0	0	0	0	0	0
PENG0000012843	2	6	3	1	1	3	2	0
PENG0000012844	1	1	0	0	0	0	0	0
PENG0000012845	6935	5746	5188	3749	6962	2806	5793	3938
PENG0000012846	0	0	0	0	0	0	0	0
PENG0000012847	551	565	660	494	712	409	981	671
PENG0000012848	2	1	3	3	1	1	0	1
PENG0000012849	0	0	0	0	0	0	0	0
PENG0000012850	0	0	0	0	0	0	0	0
PENG0000012851	17	12	7	17	5	4	11	10
PENG0000012852	0	0	0	0	0	0	0	0
PENG0000012853	0	0	0	0	0	0	0	0
PENG0000012854	0	0	0	1	1	0	0	0
PENG0000012855	0	0	0	0	0	0	0	0
PENG0000012856	2	8	7	3	5	1	6	4
PENG0000012857	0	0	3	0	1	0	4	0
PENG0000012858	0	0	0	0	0	0	0	0
PENG0000012859	801	836	879	735	650	450	1010	666
PENG0000012860	2829	3248	3431	2634	2543	1574	4134	2445
PENG0000012861	0	0	0	0	0	0	0	0
PENG0000012862	3	1	5	5	2	2	9	1
PENG0000012863	390	466	439	362	341	240	559	407
PENG0000012864	49	55	74	78	38	23	69	67
PENG0000012865	244	401	309	264	250	265	395	364
PENG0000012866	1991	1661	1390	348	2997	637	2054	353
PENG0000012867	0	0	0	0	0	0	0	0
PENG0000012868	0	1	0	0	0	0	0	0
PENG0000012869	0	0	1	1	0	1	1	0
PENG0000012870	665	1055	1127	1150	407	503	869	740
PENG0000012871	0	0	0	0	0	0	0	0
PENG0000012872	5	6	8	4	6	4	2	5
PENG0000012873	0	0	0	0	0	0	0	0
PENG0000012874	15	27	14	16	18	15	48	27
